date,wssPrecipTotal,precipQF
"2020-11-01",0.020,0
"2020-11-02",0.000,0
"2020-11-03",0.040,0
"2020-11-04",0.000,0
"2020-11-05",0.020,0
"2020-11-06",0.060,0
"2020-11-07",0.000,0
"2020-11-08",0.100,0
"2020-11-09",0.040,0
"2020-11-10",0.100,0
"2020-11-11",0.040,0
"2020-11-12",0.000,0
"2020-11-13",0.000,0
"2020-11-14",0.040,0
"2020-11-15",0.160,0
"2020-11-16",0.000,0
"2020-11-17",0.020,0
"2020-11-18",0.050,0
"2020-11-19",1.580,0
"2020-11-20",0.020,0
"2020-11-21",0.070,0
"2020-11-22",0.020,0
"2020-11-23",0.050,0
"2020-11-24",0.000,1
"2020-11-25",0.000,0
"2020-11-26",0.000,0
"2020-11-27",0.000,0
"2020-11-28",0.020,0
"2020-11-29",0.070,0
"2020-11-30",0.000,0
