date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2018-01-01",97.89462,97.75265,98.04324,0.00619,0.00085,8640.0,0,102.63886,0
"2018-01-02",97.99673,97.87290,98.21359,0.00836,0.00098,8640.0,0,102.71834,0
"2018-01-03",97.96682,97.74264,98.15347,0.01246,0.00120,8640.0,0,102.58935,0
"2018-01-04",96.15148,94.15551,97.86288,1.67086,0.01391,8640.0,0,100.64127,0
"2018-01-05",95.33937,94.40600,96.18951,0.22680,0.00512,8640.0,0,99.85549,0
"2018-01-06",96.89602,96.16947,97.65245,0.17314,0.00448,8640.0,0,101.56785,0
"2018-01-07",98.36757,97.64243,98.82484,0.08895,0.00321,8640.0,0,103.15024,0
"2018-01-08",97.69914,97.09132,98.31380,0.11877,0.00371,8640.0,0,102.23919,0
"2018-01-09",97.32070,96.99112,98.05327,0.07597,0.00297,8640.0,0,101.74065,0
"2018-01-10",98.57681,98.02321,98.87495,0.03764,0.00209,8640.0,0,103.10351,0
"2018-01-11",98.48175,98.32381,98.66451,0.00741,0.00093,8640.0,0,102.87563,0
"2018-01-12",97.48502,96.56026,98.34386,0.32636,0.00615,8640.0,0,101.74305,0
"2018-01-13",96.32537,95.16748,97.81278,0.50154,0.00762,8640.0,0,100.60376,0
"2018-01-14",98.77096,97.79274,99.44612,0.21412,0.00498,8640.0,0,103.41426,0
"2018-01-15",99.45460,99.13548,99.67659,0.03135,0.00190,8639.0,0,104.13757,0
"2018-01-16",98.85616,98.69457,99.17556,0.01309,0.00124,8547.0,0,103.41060,0
"2018-01-17",98.21524,97.63241,98.73466,0.11490,0.00365,8640.0,0,102.66246,0
"2018-01-18",97.24937,96.85083,97.66247,0.05895,0.00261,8640.0,0,101.75290,0
"2018-01-19",97.13091,97.02118,97.26166,0.00355,0.00064,8640.0,0,101.61226,0
"2018-01-20",96.66876,96.37990,97.12138,0.05478,0.00252,8640.0,0,101.03476,0
"2018-01-21",97.56751,97.02118,97.93302,0.07391,0.00292,8640.0,0,101.93804,0
"2018-01-22",98.04489,97.90296,98.25367,0.01118,0.00114,8640.0,0,102.45234,0
"2018-01-23",96.93695,95.73862,98.13343,0.64984,0.00867,8640.0,0,101.29188,0
"2018-01-24",96.51541,95.94904,97.40195,0.19164,0.00471,8640.0,0,100.86557,0
"2018-01-25",97.91074,97.38191,98.65449,0.12349,0.00378,8640.0,0,102.44160,0
"2018-01-26",99.16807,98.65449,99.56637,0.05873,0.00261,8640.0,0,103.77635,0
"2018-01-27",98.74162,98.07330,99.32587,0.17431,0.00449,8640.0,0,103.20230,0
"2018-01-28",98.06177,97.90296,98.21359,0.00839,0.00099,8640.0,0,102.41331,0
"2018-01-29",98.16884,97.86288,98.32381,0.01928,0.00149,8630.0,0,102.58687,0
"2018-01-30",97.24355,96.85083,97.88292,0.07817,0.00301,8640.0,0,101.67511,0
"2018-01-31",97.59635,97.20154,97.95306,0.03301,0.00195,8640.0,0,102.11442,0
