date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2019-03-01",98.19759,97.99492,98.43498,0.01194,0.00118,8640.0,0,102.74858,0
"2019-03-02",97.58097,97.12480,98.17495,0.10580,0.00350,8640.0,0,102.02610,0
"2019-03-03",97.39167,97.20482,97.63487,0.01517,0.00132,8640.0,0,101.80292,0
"2019-03-04",96.48862,96.11467,97.21482,0.13099,0.00389,8640.0,0,100.85718,0
"2019-03-05",97.00833,96.60474,97.29482,0.02972,0.00185,8640.0,0,101.54221,0
"2019-03-06",97.07577,96.83476,97.44485,0.02062,0.00155,8640.0,0,101.63802,0
"2019-03-07",97.71571,97.43484,97.93491,0.00949,0.00106,8505.0,0,102.34022,0
"2019-03-08",98.16994,97.88491,98.38498,0.02507,0.00170,8640.0,0,102.75881,0
"2019-03-09",98.04333,97.79489,98.45499,0.03696,0.00207,8640.0,0,102.53890,0
"2019-03-10",98.04734,96.84477,98.64501,0.34689,0.00634,8640.0,0,102.50486,0
"2019-03-11",96.99373,96.85477,97.18481,0.00625,0.00085,8640.0,0,101.32959,0
"2019-03-12",97.41490,97.14481,97.89491,0.04637,0.00232,8640.0,0,101.80893,0
"2019-03-13",98.18704,97.88491,98.42498,0.01566,0.00135,8640.0,0,102.65190,0
"2019-03-14",98.04852,97.66488,98.22495,0.02311,0.00164,8640.0,0,102.41766,0
"2019-03-15",96.90213,96.28469,97.72488,0.20324,0.00485,8640.0,0,101.16656,0
"2019-03-16",96.61233,96.12467,97.20482,0.08983,0.00322,8640.0,0,100.90623,0
"2019-03-17",97.44427,97.20482,97.67488,0.01639,0.00138,8640.0,0,101.86367,0
"2019-03-18",97.89048,97.67488,98.10494,0.00907,0.00102,8640.0,0,102.36004,0
"2019-03-19",98.31817,98.10494,98.49499,0.01064,0.00111,8640.0,0,102.78929,0
"2019-03-20",98.41172,98.06493,98.56500,0.03016,0.00187,8640.0,0,102.84857,0
"2019-03-21",97.85352,97.11480,98.23495,0.10466,0.00348,8640.0,0,102.22937,0
"2019-03-22",95.46961,94.48445,97.11480,0.75665,0.00936,8640.0,0,99.74653,0
"2019-03-23",95.69338,94.69448,97.00478,0.53528,0.00787,8640.0,0,100.00565,0
"2019-03-24",97.31308,96.99479,97.54486,0.01969,0.00151,8640.0,0,101.67667,0
"2019-03-25",97.33882,97.14481,97.56487,0.01792,0.00147,8333.0,0,101.68681,0
"2019-03-26",97.90020,97.42485,98.26496,0.05296,0.00248,8581.0,0,102.33291,0
"2019-03-27",98.71151,98.26496,98.99506,0.04383,0.00228,8412.0,0,103.17698,0
"2019-03-28",98.48518,97.92491,98.81503,0.09184,0.00326,8640.0,0,102.89600,0
"2019-03-29",97.65819,97.44485,98.00492,0.02783,0.00179,8640.0,0,101.98439,0
"2019-03-30",97.60348,97.09480,97.85491,0.06431,0.00273,8640.0,0,101.87677,0
"2019-03-31",96.52812,96.10467,97.14481,0.10822,0.00354,8640.0,0,100.72508,0
