date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2018-01-01",98.55370,98.35061,98.77053,0.00920,0.00103,8640.0,0,103.24833,0
"2018-01-02",98.77626,98.46059,99.00048,0.02535,0.00171,8640.0,0,103.48356,0
"2018-01-03",97.98802,97.29081,98.47059,0.12993,0.00388,8640.0,0,102.59331,0
"2018-01-04",96.59973,96.19101,97.35079,0.10966,0.00356,8640.0,0,101.10744,0
"2018-01-05",97.23791,96.63093,97.84071,0.10473,0.00348,8640.0,0,101.87704,0
"2018-01-06",98.26288,97.83071,98.76053,0.07430,0.00293,8640.0,0,102.96467,0
"2018-01-07",98.88967,98.50058,99.18045,0.03577,0.00203,8640.0,0,103.61543,0
"2018-01-08",97.86847,97.44078,98.53057,0.09976,0.00340,8640.0,0,102.41952,0
"2018-01-09",97.82987,97.43078,98.28062,0.06649,0.00277,8640.0,0,102.24079,0
"2018-01-10",98.45994,98.28062,98.69055,0.01212,0.00118,8640.0,0,102.91622,0
"2018-01-11",98.21327,97.77072,98.41060,0.03128,0.00190,8640.0,0,102.56700,0
"2018-01-12",96.82972,95.91106,97.78071,0.28934,0.00579,8640.0,0,100.98678,0
"2018-01-13",96.79850,95.49113,98.35061,0.84583,0.00989,8640.0,0,101.16256,0
"2018-01-14",99.00091,98.33061,99.36042,0.05681,0.00256,8640.0,0,103.67243,0
"2018-01-15",98.94044,98.55057,99.19045,0.04130,0.00219,8640.0,0,103.61458,0
"2018-01-16",98.48443,98.27063,98.66055,0.01343,0.00125,8640.0,0,103.01648,0
"2018-01-17",98.33912,98.15065,98.57057,0.01097,0.00113,8640.0,0,102.90119,0
"2018-01-18",97.76843,97.32080,98.22063,0.08027,0.00305,8640.0,0,102.30746,0
"2018-01-19",97.50711,97.32080,97.71073,0.01136,0.00115,8640.0,0,101.90630,0
"2018-01-20",97.29352,97.17083,97.48077,0.00500,0.00076,8640.0,0,101.63077,0
"2018-01-21",97.72028,97.48077,97.97068,0.01323,0.00124,8640.0,0,102.01787,0
"2018-01-22",97.57673,97.17083,97.78071,0.03537,0.00202,8640.0,0,101.81211,0
"2018-01-23",96.48387,96.06103,97.20083,0.12433,0.00379,8640.0,0,100.69727,0
"2018-01-24",97.23263,96.69092,97.86070,0.10899,0.00371,7903.0,0,101.59730,0
"2018-01-25",98.40942,97.86070,98.98049,0.13624,0.00397,8640.0,0,102.89717,0
"2018-01-26",99.11037,98.92050,99.37042,0.01529,0.00133,8640.0,0,103.62906,0
"2018-01-27",98.65665,98.20064,99.00048,0.05938,0.00262,8640.0,0,103.04919,0
"2018-01-28",98.07932,97.94069,98.30062,0.00628,0.00085,8640.0,0,102.37201,0
"2018-01-29",97.75495,97.37079,98.08066,0.04859,0.00237,8640.0,0,102.12729,0
"2018-01-30",97.48120,97.16083,97.84071,0.04746,0.00256,7217.0,0,101.94194,0
"2018-01-31",,,,-0.00000,,0.0,1,,1
