date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2018-06-01",96.86966,96.61093,97.05085,0.01318,0.00123,8640.0,0,100.90589,0
"2018-06-02",96.76050,96.65093,96.86089,0.00248,0.00054,8640.0,0,100.81147,0
"2018-06-03",96.87715,96.74091,97.08085,0.00828,0.00098,8640.0,0,100.98478,0
"2018-06-04",96.82732,96.64093,96.98087,0.00855,0.00099,8640.0,0,100.96347,0
"2018-06-05",96.75665,96.51095,96.91088,0.01621,0.00137,8640.0,0,100.87004,0
"2018-06-06",96.87945,96.59094,97.32080,0.04786,0.00235,8633.0,0,101.02166,0
"2018-06-07",97.57478,97.31080,97.75072,0.01309,0.00123,8640.0,0,101.74452,0
"2018-06-08",97.85774,97.64074,98.03067,0.00923,0.00107,8123.0,0,101.97942,0
"2018-06-09",97.74656,97.42078,97.93069,0.01735,0.00142,8640.0,0,101.83323,0
"2018-06-10",97.35234,96.96087,97.62075,0.03173,0.00192,8640.0,0,101.45238,0
"2018-06-11",97.30479,96.99086,97.71073,0.05554,0.00254,8640.0,0,101.45947,0
"2018-06-12",97.90930,97.66074,98.07066,0.01288,0.00125,8195.0,0,102.08506,0
"2018-06-13",97.34263,96.98087,97.69073,0.04369,0.00225,8640.0,0,101.43507,0
"2018-06-14",97.20172,96.97087,97.42078,0.01799,0.00144,8640.0,0,101.26609,0
"2018-06-15",97.41161,97.28081,97.54076,0.00328,0.00062,8640.0,0,101.50659,0
"2018-06-16",97.58027,97.41079,97.70074,0.00624,0.00085,8640.0,0,101.68927,0
"2018-06-17",97.65652,97.50077,97.83071,0.01032,0.00109,8640.0,0,101.73252,0
"2018-06-18",97.58635,97.16083,97.74072,0.02793,0.00180,8640.0,0,101.62481,0
"2018-06-19",97.08611,96.92087,97.25081,0.00640,0.00086,8640.0,0,101.09258,0
"2018-06-20",97.00467,96.67092,97.15083,0.01498,0.00132,8640.0,0,101.06252,0
"2018-06-21",96.74842,96.57094,96.85089,0.00543,0.00079,8640.0,0,100.79492,0
"2018-06-22",96.95401,96.76091,97.13084,0.01323,0.00127,8218.0,0,101.05440,0
"2018-06-23",96.85354,96.61093,97.07085,0.01044,0.00110,8640.0,0,100.94140,0
"2018-06-24",96.97306,96.76091,97.10084,0.00562,0.00081,8640.0,0,101.03482,0
"2018-06-25",97.53637,97.04085,97.80071,0.05117,0.00243,8640.0,0,101.22163,1
"2018-06-26",97.99286,97.79071,98.14065,0.00807,0.00097,8640.0,0,,1
"2018-06-27",97.46626,96.91088,97.92069,0.07627,0.00297,8640.0,0,,1
"2018-06-28",96.91930,96.79090,97.07085,0.00436,0.00071,8640.0,0,,1
"2018-06-29",97.49654,97.07085,97.71073,0.02841,0.00181,8640.0,0,,1
"2018-06-30",97.71652,97.58075,97.83071,0.00496,0.00076,8640.0,0,,1
