date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2018-11-01",96.98496,96.86477,97.08480,0.00202,0.00048,8640.0,0,101.17753,0
"2018-11-02",96.54981,96.36470,96.97478,0.03054,0.00188,8640.0,0,100.66672,0
"2018-11-03",96.36653,95.68461,97.49486,0.14628,0.00426,8078.0,0,100.52211,0
"2018-11-04",98.53613,97.46485,99.05507,0.20977,0.00496,8520.0,0,102.90380,0
"2018-11-05",98.86301,98.28496,99.13508,0.07118,0.00287,8640.0,0,103.26146,0
"2018-11-06",97.34981,96.49472,98.28496,0.27741,0.00567,8640.0,0,101.60781,0
"2018-11-07",96.82295,96.43471,97.13481,0.04289,0.00223,8640.0,0,101.01863,0
"2018-11-08",97.75813,97.12480,98.28496,0.09516,0.00332,8640.0,0,102.07684,0
"2018-11-09",98.28642,97.74489,98.53500,0.04007,0.00215,8640.0,0,102.68000,0
"2018-11-10",96.78396,96.37470,97.76489,0.13158,0.00390,8640.0,0,101.08288,0
"2018-11-11",97.86032,97.26482,98.27496,0.09226,0.00327,8640.0,0,102.27363,0
"2018-11-12",98.48689,98.27496,98.65501,0.00819,0.00097,8640.0,0,102.93438,0
"2018-11-13",97.49580,96.56473,98.52499,0.50595,0.00787,8178.0,0,101.83550,0
"2018-11-14",97.85529,96.87477,98.84504,0.29226,0.00582,8640.0,0,102.29593,0
"2018-11-15",98.93359,98.35497,99.19508,0.05527,0.00253,8640.0,0,103.49556,0
"2018-11-16",96.53590,95.62460,98.36497,0.67082,0.00881,8640.0,0,100.91449,0
"2018-11-17",97.12330,96.34470,97.80490,0.19371,0.00474,8640.0,0,101.47120,0
"2018-11-18",98.19379,97.78490,98.47498,0.03696,0.00207,8632.0,0,102.61505,0
"2018-11-19",97.74808,97.35484,98.22495,0.06886,0.00287,8380.0,0,102.14971,0
"2018-11-20",97.00231,96.69475,97.38484,0.04118,0.00218,8640.0,0,101.36583,0
"2018-11-21",97.02266,96.69475,97.21482,0.01890,0.00148,8640.0,0,101.43079,0
"2018-11-22",97.96517,97.19481,98.59500,0.12935,0.00387,8640.0,0,102.59112,0
"2018-11-23",98.76462,98.40498,98.98506,0.03533,0.00202,8640.0,0,103.44208,0
"2018-11-24",97.83736,97.23482,98.40498,0.09953,0.00339,8640.0,0,102.32466,0
"2018-11-25",96.76239,96.45471,97.23482,0.03752,0.00208,8640.0,0,101.09275,0
"2018-11-26",96.94859,96.35470,97.19481,0.06319,0.00270,8640.0,0,101.29171,0
"2018-11-27",95.21940,94.79449,96.37470,0.19201,0.00471,8640.0,0,99.49322,0
"2018-11-28",95.03420,94.88450,95.53459,0.02179,0.00159,8640.0,0,99.30949,0
"2018-11-29",96.28086,95.53459,96.87477,0.15701,0.00426,8640.0,0,100.60209,0
"2018-11-30",97.21095,96.86477,97.41484,0.02307,0.00163,8640.0,0,101.59520,0
